"Year","StockKeyLabel","FisheriesGuild","EcoRegion","EcoGuild","METRIC","stockValue"
1993,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.990740740740741
1994,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.03703703703704
1995,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.55555555555556
1996,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.37962962962963
1997,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.96296296296296
1998,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.34259259259259
1999,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.35185185185185
2000,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1
2001,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.21296296296296
2002,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.06481481481481
2003,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.990740740740741
2004,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.75
2005,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.796296296296296
2006,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.657407407407407
2007,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.518518518518518
2008,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.62962962962963
2009,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.842592592592593
2010,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1
2011,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.02777777777778
2012,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.962962962962963
2013,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.02777777777778
2014,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.935185185185185
2015,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.722222222222222
2016,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.740740740740741
2017,"hom.27.2a4a5b6a7a-ce-k8","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.62037037037037
1980,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.814285714285714
1981,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.814285714285714
1982,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.819047619047619
1983,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.823809523809524
1984,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.828571428571429
1985,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.852380952380952
1986,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.885714285714286
1987,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.928571428571429
1988,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",0.976190476190476
1989,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.05714285714286
1990,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.16666666666667
1991,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.32380952380952
1992,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.4952380952381
1993,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.65238095238095
1994,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.72857142857143
1995,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.6047619047619
1996,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.3952380952381
1997,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.26666666666667
1998,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.29047619047619
1999,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.40952380952381
2000,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.5952380952381
2001,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.83809523809524
2002,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",2.04285714285714
2003,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",2.1952380952381
2004,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.9952380952381
2005,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.51904761904762
2006,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.38571428571429
2007,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.5952380952381
2008,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.52857142857143
2009,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.38095238095238
2010,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.34761904761905
2011,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.33333333333333
2012,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.26190476190476
2013,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.3952380952381
2014,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.56666666666667
2015,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.64285714285714
2016,"mac.27.nea","pelagic","Bay of Biscay and the Iberian Coast Ecoregion","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion - pelagic stocks","F_FMSY",1.5952380952381
